work,artistURI,artistName,year_work,year_birth,artist_age,movement
https://artresearch.net/resource/frick/work/991001703779707141,http://vocab.getty.edu/ulan/500001061,George Henry Harlow,1813,1787,26,
https://artresearch.net/resource/frick/work/991003433119707141,https://artresearch.net/resource/frick/actor/peter_wenceslaus1742_1829,,1813,,,
https://artresearch.net/resource/frick/work/991013226999707141,http://vocab.getty.edu/ulan/500020314,Rolinda Sharples,1813,1794,19,realism
https://artresearch.net/resource/frick/work/991013226999707141,http://vocab.getty.edu/ulan/500020314,Rolinda Sharples,1813,1794,19,Realism
https://artresearch.net/resource/frick/work/991013226999707141,http://vocab.getty.edu/ulan/500020314,Rolinda Sharples,1813,1793,20,realism
https://artresearch.net/resource/frick/work/991013226999707141,http://vocab.getty.edu/ulan/500020314,Rolinda Sharples,1813,1793,20,Realism
https://artresearch.net/resource/frick/work/991000153199707141,http://vocab.getty.edu/ulan/500001230,,1814,,,
https://artresearch.net/resource/frick/work/991000078789707141,http://vocab.getty.edu/ulan/500001230,,1814,,,
https://artresearch.net/resource/frick/work/991002231939707141,http://vocab.getty.edu/ulan/500029109,Gilbert Stuart Newton,1814,1795,19,
https://artresearch.net/resource/frick/work/991001488219707141,http://vocab.getty.edu/ulan/500006035,Robert Edmonstone,1814,1794,20,
https://artresearch.net/resource/frick/work/991001691379707141,http://vocab.getty.edu/ulan/500015133,John Graham Gilbert,1814,1794,20,
https://artresearch.net/resource/frick/work/991002376979707141,https://artresearch.net/resource/frick/actor/yellowlees_william1796,,1814,,,
https://artresearch.net/resource/frick/work/991013479959707141,http://vocab.getty.edu/ulan/500001230,,1814,,,
https://artresearch.net/resource/frick/work/991008594609707141,http://vocab.getty.edu/ulan/500027461,,1815,,,
https://artresearch.net/resource/frick/work/991001901619707141,http://vocab.getty.edu/ulan/500113237,George Meikle Kemp,1815,1795,20,
https://artresearch.net/resource/frick/work/991002341529707141,https://artresearch.net/resource/frick/actor/syme_john1795_1861,,1815,,,
https://artresearch.net/resource/frick/work/991002714859707141,http://vocab.getty.edu/ulan/500118936,Francisco Goya,1815,1746,69,Romanticism
https://artresearch.net/resource/frick/work/991002714859707141,http://vocab.getty.edu/ulan/500118936,Francisco Goya,1815,1746,69,Rococo
https://artresearch.net/resource/frick/work/991008563989707141,https://artresearch.net/resource/frick/actor/munson_lucius1796_1823,,1816,,,
https://artresearch.net/resource/frick/work/991000074649707141,http://vocab.getty.edu/ulan/500026080,Asher Brown Durand,1816,1796,20,Hudson River school
